Casenum,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
4495,0,0.736284396,0.174214018,4,1
4496,0,0.879112089,0.10331181,6,0
4497,0,0,0.347295306,2,2
4498,0,0.874833555,0.513744655,6,2
4499,0,0.093111948,0.381520385,6,0
4500,0,0.010675732,0.374409306,8,0
4501,0,0,0.020824656,3,0
4502,0,1.019993336,0.213344241,7,0
4503,0,0.055840605,0.008436445,9,0
4504,0,0.029239415,0.184117154,6,1
4505,0,0.521652181,0.353445198,5,1
4506,0,0.307310105,0.754016423,5,1
4507,0,0.256824323,0.218192511,7,4
4508,0,0.004371346,0.286240463,7,1
4509,0,0,0.48364924,8,2
4510,0,0.04130809,0.005870841,3,0
4511,0,0.568320818,0.79273348,7,0
4512,0,0.309421154,0.944751381,8,1
4513,0,0.035658506,0.150106237,7,0
4514,0,0.1520058,0.670342562,28,0
4515,0,0.084575005,4993,16,0
4516,0,0.040117255,0.095159697,7,3
4517,0,0.081614871,0.172797585,5,1
4518,0,0.054743094,0.212930892,19,2
4519,0,0.043228061,0.269946011,23,0
4520,0,0.977404519,0.286099501,4,0
4521,0,0.560314747,0.130661395,5,1
4522,0,0.996765182,0.389978938,17,2
4523,0,0.526734007,0.984933571,17,1
4524,0,0.037773972,0.056448732,14,0
4525,0,0.124516356,0.210777923,8,1
4526,0,0.2656301,1528,7,1
4527,0,0.031917964,2490,14,1
4528,0,0.661451543,0.05956059,6,4
4529,0,0.124111803,0.305608581,8,3
4530,0,0.191185556,0.20754178,8,2
4531,0,0.337664104,0.292239249,7,1
4532,0,1.158218126,0.257593233,2,1
4533,0,0.038416346,0.766420085,12,0
4534,0,0.9999999,0.100468506,4,0
4535,1,0.798359185,185,5,3
4536,0,0.9999999,5548,5,0
4537,0,0.051916832,0.214370546,9,0
4538,0,0.702635896,0.300389433,14,3
4539,0,0,0.165638412,8,0
4540,0,0.204676135,0.841974432,17,0
4541,1,0.982253349,0.529789864,15,0
4542,0,0.023391626,0.128251896,8,1
4543,0,0.418435946,0.636868064,14,0
4544,0,0.00932279,0.484478936,12,2
4545,0,0.564941208,0.508661133,14,0
4546,0,0.727114935,0.02879712,2,0
4547,0,0.083776927,2556,6,0
4548,1,0.752144448,0.333256723,9,0
4549,0,0.045856631,0.199897881,4,2
4550,0,0.106701698,0.796882381,10,0
4551,1,0.207487113,0.941112323,11,1
4552,0,0.508191332,0.666894946,12,0
4553,0,0.433934821,0.490823137,11,1
4554,0,0.990854131,0.442190227,7,1
4555,0,0.9999999,512,3,0
4556,0,0.9999999,0,5,NA
4557,0,0.704911886,718,5,0
4558,0,0.222672811,0.004643963,6,0
4559,0,0.067098208,0.280672862,7,2
4560,0,0.083264816,111,4,0
4561,0,0.810481465,1.742561983,11,0
4562,0,0.00029999,0.124334785,4,1
4563,0,0.024116701,19,8,0
4564,0,0.041108256,1.001370802,7,0
4565,0,0.9999999,190,1,0
4566,1,0.078366845,0.06885759,18,0
4567,0,0.026846427,0.26563598,12,0
4568,0,0.032674183,0.254486386,9,0
4569,0,0.420971354,0.218872051,5,2
4570,0,0.9999999,0.112087246,1,2
4571,0,0.015684112,0.00762121,3,1
4572,0,0.9999999,0.432615534,3,6
4573,0,0.017454301,0.004624422,4,1
4574,0,0.143780977,0.083691284,14,2
4575,1,0.090751779,0.61098991,4,0
4576,0,0.464611673,0.546270718,14,1
4577,0,0.012527934,1627,17,5
4578,0,0.017744083,0.054249065,4,0
4579,0,0.039836813,0.20941647,6,0
4580,0,0,0.001273705,5,0
4581,0,0.026318531,1.019579254,15,0
4582,0,0.117279044,0.218501703,14,0
4583,0,0.244123144,0.377927082,13,0
4584,1,0.9999999,0,0,0
4585,1,0.9999999,0.149966674,2,3
4586,0,0.418009291,0.266346731,13,0
4587,0,0.265371382,0.038434293,21,0
4588,0,0.01919904,0.006466784,2,0
4589,0,0.9999999,0.318292455,5,0
4590,0,0.06482931,3484,18,3
4591,0,0.744500151,1.905547226,7,0
4592,0,0.9999999,0,0,NA
4593,0,0.128874845,0.225129145,8,3
4594,0,0.002384022,0.398697292,11,0
4595,0,0.97551339,0.520638361,10,1
4596,0,0.011597477,0.567314884,8,0
4597,0,0.011995202,0,1,0
4598,0,0.10317671,0.459011711,8,3
4599,0,0.358011137,0.737229102,15,0
4600,0,1.223877671,0.294918886,7,2
4601,0,0.321321431,1.337987569,7,0
4602,0,0.149496514,0.771021144,4,0
4603,0,0.031640597,0.307709398,9,1
4604,0,0.530889516,0.219890055,7,1
4605,0,0.166907402,5446,13,0
4606,0,0.032664146,2437,5,0
4607,0,0.302767899,0.663239075,6,2
4608,0,0.242932118,0.360519926,10,3
4609,0,0.107614482,0.310125432,10,0
4610,0,0.53079086,0.244217687,6,2
4611,0,0.007186319,975,10,0
4612,0,1.019994287,0.124704599,5,0
4613,0,0.378092332,0.638289369,8,1
4614,0,0.054507979,0.235678078,6,2
4615,0,0.794311717,0.507859551,26,2
4616,0,0.175282472,635,3,0
4617,0,0.028926323,65,8,0
4618,0,0,0.273172683,10,0
4619,0,0,2514,12,1
4620,0,0.481959568,0.478041757,9,1
4621,0,0.415155078,0.264168359,11,2
4622,0,0.032190392,1163,11,0
4623,0,0.121627816,825,7,0
4624,0,0.029104727,0.29149668,14,1
4625,0,0.016117572,0.011931635,6,0
4626,0,0.665809231,0.966890595,9,0
4627,0,0.503970199,0.761094545,17,1
4628,0,0.9999999,447,3,NA
4629,0,0.082170174,1.154338265,5,0
4630,0,0.386006778,4814,11,0
4631,0,0.000373323,2885,9,0
4632,0,0.018167762,44,5,0
4633,0,0.149963622,0.395230238,8,0
4634,0,0.912205443,0.260686966,10,3
4635,0,0.002447091,0.382253995,21,0
4636,0,0.011941036,0.007498125,4,1
4637,0,0.487113996,0.681210232,21,2
4638,0,0.645490301,0.507088332,10,1
4639,0,0.1972545,0.347330729,9,1
4640,0,0.253707376,0.516678666,15,1
4641,0,0.057047148,0.215203901,4,0
4642,0,0.446007919,0.343585629,12,4
4643,0,0.001291426,0.40223616,13,0
4644,0,0.027611114,80,7,0
4645,0,0.9999999,88,0,1
4646,0,0.092390761,0.216531497,4,0
4647,0,0.042068699,35,2,0
4648,0,0.030837715,0.047850307,4,0
4649,1,0.776169972,0.515387179,7,0
4650,0,0.9999999,0.44914756,3,1
4651,0,0.172024352,174,5,0
4652,0,0.004883494,365,6,0
4653,0,0.290716381,0.458628842,12,2
4654,0,0.596990371,0.859364586,11,2
4655,0,0.789690034,0.299126899,10,0
4656,0,0.12635215,0.100747113,5,1
4657,0,0.9999999,0,0,1
4658,0,0.736536868,0.398585977,12,0
4659,0,0.838688175,0.108778244,1,1
4660,1,0.054482992,0.322556201,10,0
4661,0,0.020226056,1559,3,NA
4662,0,0.128041071,1580,15,0
4663,0,0.279339749,0.45812124,8,0
4664,0,0.020498401,0.659498664,20,1
4665,1,0.9999999,0.445299145,1,0
4666,0,0.228602456,0.285742851,13,4
4667,0,0.083925747,0.23244189,7,0
4668,0,0.564042532,1037,9,NA
4669,0,1.002570694,0.235380117,5,0
4670,0,0.390557767,0.180959013,4,2
4671,0,0,0.477852215,14,2
4672,0,0.09119696,0.281133379,7,3
4673,0,0.504657109,0.300789853,30,0
4674,0,0.2965041,1972,4,0
4675,0,0,0,1,0
4676,0,0.018794827,113,5,NA
4677,1,0.998996488,0.817712318,14,0
4678,1,0,0.331795463,3,0
4679,0,0.934520717,1.241460542,17,2
4680,0,0.282367086,3154,8,0
4681,0,0.9999999,0.127253814,2,0
4682,0,0.9999999,0.4826424,5,0
4683,0,0.000198669,0,2,2
4684,0,0.014811041,0.083177819,10,1
4685,0,0.031808429,0.712362301,10,0
4686,0,0.894407208,0.316166761,7,2
4687,0,0.399444283,0.302687173,5,2
4688,0,0,0.325454545,5,1
4689,0,0.282219565,0.283270569,24,2
4690,0,0.044059865,0.134045077,5,0
4691,0,0.213119935,1370,12,NA
4692,0,0.63829956,0.664180315,17,1
4693,0,0.524900008,389,8,0
4694,0,0.005191905,0.360553772,6,1
4695,0,0.005540208,544,12,0
4696,0,0.817004797,0.66294689,5,0
4697,0,0.000117644,0.226503133,5,0
4698,0,0,697,3,NA
4699,0,0.519288692,0.431933549,8,1
4700,0,0.081499638,43,2,0
4701,0,0.061430772,0.295632699,7,0
4702,0,0.99190081,0.43011825,9,2
4703,0,0.041831939,0.263865943,5,1
4704,0,0.349512371,0.703899771,15,1
4705,0,0.450220995,0.32666748,10,1
4706,0,0.9999999,0,0,0
4707,0,0.896215187,0.284775778,4,3
4708,0,0.309672452,0.611262799,11,0
4709,0,0,1.447350204,17,0
4710,0,0,0.78894691,4,1
4711,0,0,476,12,0
4712,1,1.159468439,0.133708216,3,2
4713,0,0.002175161,0.247110278,10,1
4714,0,0.236010581,0.794037448,15,2
4715,0,0.283838876,0.51870894,10,0
4716,0,0,0.456458636,3,0
4717,0,0.468638284,0.607257829,8,0
4718,0,0.001728568,0.000133316,6,0
4719,0,0.082897878,1809,6,0
4720,0,0.077572174,0.172881669,5,0
4721,0,0.018713617,0.038838017,3,0
4722,0,0.222343423,0.553217519,4,2
4723,0,0.213572854,0.059008655,2,2
4724,0,0.020839606,0.233812242,13,2
4725,0,0.026437088,0.096074128,12,1
4726,1,1.132104455,1347,4,1
4727,0,0.9999999,0.000512689,0,0
4728,0,0.013669372,0.185600361,9,1
4729,0,0,0.189544351,11,0
4730,0,0,0,3,0
4731,0,0.001675585,0.588210789,12,0
4732,0,0.262451679,0.427285817,12,2
4733,0,0.005210914,2503,18,0
4734,0,0.094187313,0.053893946,5,3
4735,0,0.114046629,0.297945946,8,0
4736,0,0,220,8,0
4737,0,0.211236312,0.585071995,6,2
4738,0,0.139274429,0.652538984,7,0
4739,0,0.565517909,0.461551997,13,1
4740,0,0.016605936,0.004855755,6,2
4741,0,0.36004822,0.495056105,17,2
4742,0,0.181678332,0.386722655,8,0
4743,0,0.894309429,0.976264834,10,0
4744,0,0.021101698,1502,8,0
4745,0,0.219898311,0.092780027,7,3
4746,0,0.287373563,0.662263477,6,0
4747,0,0.883421613,0.350329934,14,0
4748,0,0.226882799,0.242320351,14,0
4749,0,0.312599842,0.442374487,10,0
4750,0,0.694494639,0.427592117,14,2
4751,0,0.560331216,0.367631743,13,0
4752,0,0.044656946,0.013797241,7,0
4753,0,0.080299304,0.69421358,10,2
4754,0,0.014960501,0.930809749,21,0
4755,0,0.781846288,0.313879823,7,3
4756,0,0.9999999,0.577446014,6,0
4757,0,0.356987393,0.306091806,7,2
4758,1,0.9999999,0.33230498,3,0
4759,0,0.444980106,0.152105987,4,1
4760,0,0.29679185,0.516183698,12,0
4761,0,0.091490894,2527,8,0
4762,0,0.197657888,0.240054021,13,1
4763,1,0.784422929,1513,5,0
4764,0,0.626399653,0.350519014,7,1
4765,1,0.491589318,0.939973902,16,0
4766,0,0.057712454,0.191362311,3,0
4767,0,0.412710685,0.144859165,8,3
4768,0,0.9999999,0,1,0
4769,0,0.423222365,0.253375254,9,0
4770,1,0.799291581,1.159466667,12,0
4771,0,0.160768132,0.329343706,9,0
4772,0,0.858969887,0.011033389,9,0
4773,0,0,0.297040263,9,0
4774,0,0.481774384,0.546726637,9,0
4775,0,0.007782945,1676,4,0
4776,0,0,1925,4,0
4777,0,0.040578867,0.021024967,2,0
4778,0,0.62080115,0.314719062,7,0
4779,0,0.363658808,1512,8,0
4780,0,0.58913847,0.134086591,15,0
4781,0,0,5957,4,0
4782,0,0.276317455,0.371958671,13,0
4783,0,0.064461984,0.258061325,6,0
4784,1,0.228858908,0.509541082,14,0
4785,0,0.098709895,0.499423465,17,3
4786,0,0.920668743,0.315042926,5,1
4787,1,0.9999999,0.856291391,8,1
4788,0,0.153820893,0.109485491,6,3
4789,0,0.547955773,0.454448017,5,0
4790,0,0.055725584,0.204359128,10,0
4791,0,0.017448035,0.002551548,4,1
4792,0,0.241573106,1974,9,0
4793,0,0.017185714,0.053409423,11,4
4794,0,3746,0.481353326,5,3
4795,0,0.331104306,0.227651305,5,0
4796,0,0,0.112727273,7,0
4797,0,0.015202779,0.116470917,7,0
4798,1,0.963011619,3.173398682,19,2
4799,0,0.020200766,1421,17,NA
4800,0,0.284827767,0.080289569,7,0
4801,0,0.058943232,0.009425878,4,2
4802,0,0.456809712,616,9,0
4803,0,0.766719711,0.613590076,9,0
4804,0,0,0.139714571,9,2
4805,0,0.32282304,0.562783258,10,1
4806,0,0.117290293,0.661558565,7,3
4807,0,0.023873566,0.526641724,14,0
4808,0,0.014599027,0.217391304,2,0
4809,0,0.9999999,0.220283019,1,2
4810,0,0.032285649,0.23844872,9,0
4811,0,0.128178988,0.054868141,8,1
4812,0,0.001990172,0.000249958,8,0
4813,0,0.246415814,0.323671498,19,0
4814,0,0.269596974,0.053325433,4,0
4815,0,0.012166482,0.187521426,8,0
4816,0,0.038289507,479,9,0
4817,0,0.9999999,0,0,0
4818,0,0.018332111,0.654115587,10,1
4819,0,0.100641139,0.008331945,2,0
4820,0,0.576674294,0.356751035,25,1
4821,0,0.034198577,0.476154428,10,0
4822,0,0.131213901,0.228902522,9,0
4823,0,0.122966326,1016,10,0
4824,0,0.04045749,0.986113482,20,0
4825,0,0.167747385,0.636907501,13,0
4826,0,0.060878894,0.242207892,8,0
4827,0,0.020256688,2698,9,0
4828,0,0.946323172,0.810940499,4,1
4829,0,0,0.648900733,5,0
4830,0,0.021119155,0.498626572,5,0
4831,0,0.137616399,1492,9,NA
4832,0,0.034658788,0.277264522,13,0
4833,0,0.013518018,0.711762746,6,0
4834,0,0.657801494,0.131962296,4,0
4835,0,0.230600979,0.326866301,5,1
4836,0,0.0815912,0.233220847,9,0
4837,0,0,0.078992101,4,0
4838,0,1.026192372,0.653604776,25,0
4839,0,0.280553502,0.122807018,16,0
4840,0,0.004931706,1410,4,0
4841,0,0.381794972,0.187762448,17,0
4842,0,0,0.151688312,9,4
4843,0,0.715472162,0.124441308,3,3
4844,0,0.137233414,0.580053496,11,0
4845,0,0.044750653,372,4,NA
4846,0,0.604039048,0.447078989,8,4
4847,0,0.982516284,0.231838775,5,0
4848,0,0.084915085,0.182702861,2,0
4849,0,0.529494101,115,3,0
4850,0,0.9999999,0.00759631,1,1
4851,0,0.155149868,0.29342787,6,2
4852,0,0.12592736,1392,8,0
4853,0,1.566866267,0.104982503,3,0
4854,0,0.041629923,3494,14,0
4855,0,0,168835,10,2
4856,0,0.302175318,0.255552719,6,0
4857,0,0.453210436,0.260284506,6,2
4858,0,0.047626111,115,10,0
4859,1,0.9999999,0.392871287,4,2
4860,1,0.565974846,0.682341416,10,1
4861,0,0.068166326,892,4,0
4862,0,0.9999999,0,1,0
4863,0,0.02105184,724,4,0
4864,1,0.75128109,0.701099633,7,2
4865,1,1.003997335,1.21627566,6,0
4866,0,0.043615861,48,5,0
4867,0,0.044998393,0.209379062,5,1
4868,0,0,0.418488445,5,0
4869,0,0.76954592,0.385709867,9,0
4870,0,0.031775635,0.314567029,9,1
4871,0,0.715034513,0.615311369,8,2
4872,0,0.950820697,0.662900849,11,1
4873,0,0.9999999,2.264779351,3,2
4874,0,0.225645562,0.284040496,6,0
4875,0,0.306897931,2073,4,2
4876,0,0.9999999,0,1,0
4877,0,0.07425925,0.412698413,11,1
4878,0,0.119949324,0.461008665,6,1
4879,0,0.017512196,2135,10,5
4880,0,0.007817826,0.001764291,3,0
4881,0,0,0.191293576,8,1
4882,0,0.289371347,0.612096976,7,2
4883,0,0.154042447,4210,15,0
4884,0,0.857944153,0.224030842,20,0
4885,0,0.141833704,0.514693097,14,2
4886,0,1.123876124,0.356158993,5,2
4887,0,0.051479906,0.356625735,16,2
4888,0,0.751469829,0.709842257,5,2
4889,0,0.696224732,0.735852829,13,0
4890,0,0.012361584,0.813137495,4,0
4891,1,0,0.292697378,5,0
4892,0,0.048462333,0.561892131,6,1
4893,0,0.257643937,200,4,0
4894,0,0.380177842,0.23568735,6,1
4895,0,0.81031169,0.466771068,15,0
4896,0,1.60E-05,0.716395305,14,0
4897,0,0.158722752,0.052973513,4,1
4898,0,0.135807372,0.044782087,3,0
4899,0,0.016432992,0.233980087,3,0
4900,0,0.048966776,0.020595881,4,0
4901,1,0.142115904,0.598731574,8,3
4902,0,0.047254715,64,5,0
4903,0,0.985735235,0.413799482,6,0
4904,0,0.04219578,0.352202806,4,2
4905,0,0.054697967,0.331698664,5,0
4906,0,0.103744813,0.152474588,7,0
4907,1,1.331797235,1099,7,0
4908,1,0.962993506,0.425616322,7,2
4909,0,0.011226239,0.29631224,8,0
4910,0,0.9999999,0.003845168,0,2
4911,0,0.036107639,0.079873569,12,4
4912,0,0.587841216,0.304836895,5,0
4913,0,0.404261217,0.431303435,15,2
4914,0,0.9999999,0.0970495,1,2
4915,0,0.48935721,0.393285905,9,0
4916,0,0.11475541,940,3,0
4917,0,0.107991361,1560,8,0
4918,0,0.107964287,0.033370829,5,0
4919,0,0.460269865,6962,8,3
4920,0,0.103775215,0.222071349,6,3
4921,0,0.667713881,0.129967508,4,3
4922,0,0.195358053,0.296411856,13,4
4923,1,0.59304296,0.506606356,12,0
4924,0,0.239191525,0.199641404,12,0
4925,0,0.056885177,0.438935817,16,0
4926,0,0.296525124,0.585913127,6,1
4927,0,0.068771556,309,12,2
4928,1,0.897489686,0.776111944,8,0
4929,0,0.021356761,0.344487402,10,1
4930,0,0.021131925,0.002347418,4,0
4931,0,0.9999999,0.335416146,2,1
4932,0,0.487349163,0.277352018,14,1
4933,0,0.442455952,1.289990645,20,0
4934,0,0.120487853,0.305092665,3,1
4935,0,0.015553206,3611,12,0
4936,0,0.016939347,0.195331249,6,0
4937,0,0.063563073,78,3,0
4938,0,0.037468384,0.116739581,3,0
4939,0,0.80620801,0.294032375,9,2
4940,0,0.023180765,0.002349256,1,0
4941,0,0.172373699,0.137095408,2,3
4942,0,0.792340898,0.504346761,13,0
4943,0,0.29194258,0.457344452,6,1
4944,0,0,123,12,0
4945,0,0.072491165,0.25144978,7,1
4946,1,0.992225102,955,8,0
4947,0,0.096409434,0.259581559,8,3
4948,0,0.056929538,3013,3,0
4949,0,0.061288243,1114.5,6,2
4950,0,0.893569987,0.875412459,20,0
4951,0,0.732066202,0.333162218,10,0
4952,0,0.307175013,0.266953125,18,0
4953,0,0.04051906,0.020489755,6,0
4954,0,0.206289523,0.295269168,12,1
4955,0,0.053769892,0.240222477,10,1
4956,0,0.476576171,0.397273978,5,1
4957,0,0.692301439,0.201999487,9,0
4958,0,0.257241157,0.288913774,11,0
4959,0,0.328830046,0.005999,5,0
4960,0,0.9999999,476,1,0
4961,0,0.073437039,1.368895567,5,2
4962,0,0.871661437,0.535861124,6,1
4963,0,0.010256191,0.001333206,8,0
4964,1,0.291306359,0.518296341,9,0
4965,0,0.260734595,0.416320971,14,1
4966,0,1.178928247,0.096074128,5,2
4967,0,0.471084282,0.721046492,16,0
4968,0,0,569,2,0
4969,0,0.044760855,0.446420215,12,0
4970,1,0.952629292,1.086778737,4,1
4971,0,0.676835727,4809,12,0
4972,0,0,0.215192597,4,0
4973,0,0.261941948,0.227934876,6,0
4974,0,0,0.272715152,10,1
4975,0,0.316489177,0.289921466,10,0
4976,0,0.559842764,0.53820598,5,0
4977,0,0.0538919,0.0041511,5,0
4978,0,0.612622416,2933,12,3
4979,0,0.551817433,0.056391316,6,0
4980,0,0.025220124,0.00539892,6,0
4981,0,0.028453683,0.383757312,5,0
4982,0,0.94598322,0.656155104,3,0
4983,0,0.379041397,0.10078534,4,2
4984,0,0.174357455,0.27086805,5,2
4985,0,0.05512726,2060,10,1
4986,0,0.129974005,29,5,0
4987,0,0.232633891,0.531039293,15,0
4988,0,0.690869698,5471,9,0
4989,0,0.887721435,1.313895216,12,1
4990,0,0.331633367,0.526667362,9,3
4991,0,0.149721264,0.303429586,8,0
4992,0,0.108975055,0.322782481,15,1
4993,0,0.303133764,0.382803821,5,0
4994,0,0.640669916,0.387884554,10,0
4995,0,0.647272045,0.272121437,6,0
4996,0,0.516205291,0.274175454,7,1
4997,0,0.153128229,0.082166879,6,3
4998,0,0.413589581,1.205276175,9,0
4999,0,0.273258139,3.762904637,5,2
5000,0,0.100263752,0.458429266,23,0
5001,0,0.105212225,2270,5,0
5002,0,0.902260962,0.629763131,11,0
5003,0,0.634156698,0.180896354,16,0
5004,0,0.010342718,2874,16,0
5005,0,0.9999999,0,4,0
5006,0,0.00055384,9.52E-05,12,0
5007,0,0.015355006,0.373267848,10,0
5008,0,0.301555955,0.639738766,11,1
5009,1,0.99380124,0.296685955,7,0
5010,0,0,0.034753776,16,0
5011,0,0.049306934,0.349930014,6,1
5012,0,0.009538849,0.190613087,13,0
5013,0,0.162268146,123,2,NA
5014,0,0.702287049,0.264388489,14,0
5015,1,0.19873338,10333,10,1
5016,0,0.367017608,0.260030125,8,1
5017,0,0.025965222,1986,6,0
5018,0,0.9999999,0.172447968,6,1
5019,0,0.288108449,0.361340021,15,0
5020,0,0.856233904,0.224726234,8,0
5021,0,0.000299985,0.270039622,5,1
5022,0,0.072416238,0.006398294,4,1
5023,0,0,0,5,0
5024,0,1.174579661,0.231010297,21,0
5025,0,0.144650778,0.504148054,12,2
5026,0,0.168290202,0.129833474,7,1
5027,0,0.000978155,0,3,2
5028,0,0.477829753,0.432628798,16,0
5029,0,0.81592905,939,13,0
5030,0,0.902119382,1.023916293,9,2
5031,0,0.085103644,0.271272873,4,1
5032,0,0.183352015,0.240610178,5,0
5033,0,0.070635079,0.384717903,7,0
5034,0,0.008286563,0.011427483,9,0
5035,0,0.9999999,0.01975417,0,1
5036,0,0.033872111,0.435236004,8,1
5037,0,0.722685482,6900,14,1
5038,0,0.264963197,3554,14,NA
5039,0,0.805255981,0.528643689,8,2
5040,0,0.2493793,0.22825145,22,0
5041,0,0,498,4,2
5042,0,0.104919353,0.312180694,6,1
5043,0,0.017302341,140,3,0
5044,0,0.20352571,0.230226894,12,0
5045,0,0.112790053,0.636947665,12,2
5046,0,0.000588212,0,6,NA
5047,0,0.327103144,0.666123613,6,0
5048,0,0,0.235023041,9,0
5049,0,0.438202247,0.116838488,5,3
5050,1,0.77279919,0.251651559,11,0
5051,0,0,3338,9,NA
5052,0,0.397703956,0.349331773,9,2
5053,0,0.932669472,1.000499875,10,3
5054,0,0,0.338650161,8,2
5055,0,0.441737773,0.385989249,18,0
5056,0,0,0.357479026,5,0
5057,0,0.094401703,0.387329476,11,3
5058,0,0.710767705,0.407423208,8,0
5059,0,0.035749049,1239,3,0
5060,0,0.9999999,0.259510401,4,0
5061,0,0.006387098,0.159755841,9,0
5062,0,0.024125691,0.004273973,5,1
5063,0,1.126873127,0.013301088,1,0
5064,0,0.90171906,0.761709121,5,0
5065,0,0.005485872,0.142143012,10,1
5066,0,0.9999999,0,0,0
5067,0,0.003870864,0.127621483,8,1
5068,0,0.475416223,2.365192582,8,0
5069,0,0.072120192,1121,6,2
5070,0,0.298745026,0.90736342,6,0
5071,0,0.333574559,0.498250292,15,1
5072,0,0.269328468,1177,9,2
5073,0,0.027906554,2001,5,0
5074,0,0.9999999,0,0,0
5075,0,0.069330252,0.190226222,8,0
5076,0,0.9999999,0.338380015,4,0
5077,0,0.032684427,1685,5,0
5078,0,0.001670569,2547,11,0
5079,0,0.182717609,0.300062217,4,0
5080,0,0.115588547,0.340585506,6,0
5081,0,0.045265559,0.346623874,9,0
5082,0,0.939658543,0.172592337,6,1
5083,0,0.272163156,0.054918688,7,0
5084,0,0.06777153,0.333767927,8,0
5085,0,0.055800971,1886,7,NA
5086,0,0.307038476,0.196380896,5,2
5087,0,0.459233737,0.419779064,4,0
5088,0,0.749589412,0.034055728,6,0
5089,0,0.007693585,0.154542711,16,0
5090,1,0.942072687,3033,5,0
5091,0,0,0,1,0
5092,0,0.048493613,0.249001874,8,0
5093,0,0.02279772,0.003605375,6,1
5094,0,0.787588318,0.648235054,15,2
5095,0,0.091537133,0.4204513,4,0
5096,0,0.062293771,1130,4,0
5097,0,0.050385471,0.062271898,6,0
5098,0,0.233316786,0.011877066,4,1
5099,0,1.068965517,1.508305648,3,0
5100,0,0.976222345,0.284229284,9,0
5101,0,0.00564573,0.140437544,2,0
5102,0,0.007026869,0.30071599,5,2
5103,0,0.01049965,0.341886988,10,1
5104,0,0.196593971,1394,7,0
5105,0,0.20190553,0.396864541,23,0
5106,0,0.863427315,0.239084229,12,0
5107,0,0.270500713,0.421957804,11,0
5108,0,0.430594637,0.228860516,5,3
5109,0,0.352664734,0.346059449,5,1
5110,0,0.003721716,0.001175433,8,0
5111,0,0.482038151,0.08432882,4,4
5112,0,0.004185134,0.00166113,6,0
5113,0,0.006927627,0.002666222,7,0
5114,0,0.220476309,4993,18,1
5115,0,0.116460948,0.244344457,8,2
5116,1,0.030300997,0.008247938,6,0
5117,0,0.019680505,2199,10,1
5118,0,1.009993754,0.422585866,7,0
5119,0,0.045986146,104,8,0
5120,0,0.334424628,0.13093991,19,0
5121,0,0.9999999,7,4,NA
5122,0,0.116477168,0.363695937,8,0
5123,1,1.857819905,0.017697081,1,2
5124,0,0.512327066,0.439263995,18,0
5125,0,0.418104593,0.072824951,5,0
5126,0,0.543456543,0.00551534,1,0
5127,0,0.9999999,0.187235679,3,0
5128,0,0.040254589,2033,8,0
5129,0,0,0.637613246,14,5
5130,0,0.005082996,0.062120292,26,2
5131,0,0.014873899,0.312127464,14,0
5132,0,0.917344354,0.235546039,6,0
5133,0,0.007546075,0.002777263,7,0
5134,0,0.030827691,0.49410118,7,3
5135,0,0.364568733,0.47186096,16,0
5136,0,0.049009915,0.108518864,5,1
5137,0,0.006894872,1339,16,0
5138,0,0.124792869,5164,3,0
5139,0,0.396705676,3071,7,0
5140,0,0.127382988,0.370234178,6,0
5141,0,0.302531688,0.262085441,9,1
5142,0,0.082576988,0.316370809,11,0
5143,0,0.010206193,148,5,0
5144,1,0.1401179,0.34455496,8,1
5145,0,0.9999999,0.279748707,4,0
5146,0,0.069017591,0.213422708,8,4
5147,0,0.204439778,0.301385516,4,0
5148,0,0.021994789,1579,9,NA
5149,0,0.082383605,1129,7,0
5150,0,0.013899305,818,3,NA
5151,0,0.333656526,0.152735151,9,1
5152,0,0.012199756,0.011242973,9,0
5153,0,1.00679864,0.530497967,11,2
5154,0,0.97634122,0.021383902,4,2
5155,1,1.062392987,0.29356881,7,0
5156,0,0.9999999,1439,1,0
5157,0,0.948293101,0.502767363,7,2
5158,0,0.419515124,0.637045369,11,0
5159,0,0.64148428,0.253024724,4,0
5160,0,0.041337722,0.234887737,13,2
5161,0,0.007692156,0.519476043,10,0
5162,0,0.077809798,0.386389075,10,0
5163,0,0.147047386,0.140868412,6,0
5164,0,0.876765083,0.859739473,8,3
5165,0,0.116990284,0.222879684,5,1
5166,0,0.038105312,0.280943811,15,1
5167,1,0.123350658,1131,18,2
5168,0,0.382841216,0.660442028,23,1
5169,0,0.245321651,0.345220976,4,0
5170,0,0.574252926,0.319736053,9,3
5171,0,0.402112561,1.116801999,9,0
5172,0,0.663491064,0.270820632,9,2
5173,0,0.016516643,0.621056363,11,0
5174,0,0.080156794,0.005538121,4,0
5175,0,0,0.456423929,6,0
5176,0,0.152442474,0.292005983,6,0
5177,0,0.125582079,0.613548029,10,0
5178,0,0.031529004,0.23650546,7,0
5179,0,0.031229329,1067,17,0
5180,0,0.106539703,0.401393517,16,0
5181,0,0.36010134,0.226424126,14,0
5182,0,0.152620652,0.373563218,7,0
5183,0,0.309810172,303,4,0
5184,0,0.02279271,0.462208347,9,2
5185,0,0.169009324,0.492299427,12,2
5186,0,0.445077738,0.499096386,9,0
5187,0,0.008318357,1478,15,0
5188,0,0.194657048,0.934203063,15,0
5189,0,0.497515119,0.445095673,7,0
